Folder ID,Full Folder Path,Folder Depth,Folder Name,Files Written
1Ib6aMmUL-lKWiJdQPKFUbOeojPkUYXvw,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / January / clinical_record_completeness_audit-20260107-01,4,clinical_record_completeness_audit-20260107-01,0
1PKwUQLS63cvgRzrIQBF-g1jHrI53ayJC,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / January / care_coordination_audit-20260107-01,4,care_coordination_audit-20260107-01,0
1ZrQkVDBOb2rmncQshfxKEppwmvDdA2YF,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / January / authorization_audit-20260107-01,4,authorization_audit-20260107-01,0
17f_IDJGL_3VzTt6juDRUlpXOAAbcX5mn,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / January / incident_report-20260101-01,4,incident_report-20260101-01,0
1O-6TnopcV2vNKuXhKA2fW_qRUON7ROPo,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / January / complaint_investigation-20260101-01,4,complaint_investigation-20260101-01,0
1W9ap-SKfKj3gSz7Qs6gOEgE3-CxvxbDo,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / policy_review_annual-20260624-01 / policy_review_annual-20260624-01-01,4,policy_review_annual-20260624-01-01,0
10V1GCUonUzplKcHQgpQtXEhdI1s1biFy,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / qapi_meeting-20260609-10 / _credential_alignment_probe,4,_credential_alignment_probe,1
18Tu14q7SvVfp8-0sZspMSXRSpRMSj4d7,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / qapi_meeting-20260609-10 / qapi-feed,4,qapi-feed,0
1EsMmYnOARMEByPzOKZJ_8HMH1Vz-2e9m,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / qapi_meeting-20260609-10 / qapi-minutes,4,qapi-minutes,0
1v4AFADj1EixCYiCBQKKvssHdXyl7jN4E,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / qapi_meeting-20260609-10 / qapi-data,4,qapi-data,0
1TOGNn7fBBvwVadhd3mkLJpcQTgeFH-TP,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / qapi_meeting-20260609-10 / qapi-packet,4,qapi-packet,0
1-Zkn3f6RSwkr7a63VSEJN63RVnapau7J,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / qapi_meeting-20260609-10 / _drive_probe,4,_drive_probe,1
1wmlbnjWzVtZ_EFiR16JZJp59TduDndWL,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0013_soc-audit / 05_TRIGGERED_ACTIONS,5,05_TRIGGERED_ACTIONS,6
1woxPzoodaCh2yCw0DqM94doG2VyV73ns,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0013_soc-audit / 04_SUPPORTING_PROOFS,5,04_SUPPORTING_PROOFS,8
1jdv3t3hymE9WYUpc0961SW7nuNx2wLeA,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0013_soc-audit / 02_FIELD_SOURCE_CROSSWALKS,5,02_FIELD_SOURCE_CROSSWALKS,1
1qBRrntNl059TdjNiMl1IGUx2VLlzmqK9,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0013_soc-audit / 03_REVIEW_CHECKLISTS,5,03_REVIEW_CHECKLISTS,1
1ESeB-QeT_U5OS2SsiGvKh0qxhWxQqtBg,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0013_soc-audit / 01_FILLED_CARE_INDEED_FORMS,5,01_FILLED_CARE_INDEED_FORMS,1
1UpGylMNavhf23cmImvnlBOHyh9m5G-xe,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0012_clinician-credential-compliance / 04_SUPPORTING_PROOFS,5,04_SUPPORTING_PROOFS,0
1lTHpsTfItOofi2tWhD45v-6Zh8Eh6PsN,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0012_clinician-credential-compliance / 02_FIELD_SOURCE_CROSSWALKS,5,02_FIELD_SOURCE_CROSSWALKS,0
1m9zIJhMuqAhGfteeGf-LiPYyd5PIjqe1,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0012_clinician-credential-compliance / 03_REVIEW_CHECKLISTS,5,03_REVIEW_CHECKLISTS,0
1ZuhgB5AowJa1-UTKDHnXOZrn0i_nLnBq,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0012_clinician-credential-compliance / 05_TRIGGERED_ACTIONS,5,05_TRIGGERED_ACTIONS,0
11xDcLjepQCGQJg6L5bDu4Fa0moDNTuHf,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0012_clinician-credential-compliance / 01_FILLED_CARE_INDEED_FORMS,5,01_FILLED_CARE_INDEED_FORMS,0
1gQn5LrjGAsKLf2njgGulqxgSolZLvcqU,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0011_qapi-trigger / 04_SUPPORTING_PROOFS,5,04_SUPPORTING_PROOFS,0
1nBtHsO6_zOz11pV5rEOvpVZMqOfwjA7n,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0011_qapi-trigger / 03_REVIEW_CHECKLISTS,5,03_REVIEW_CHECKLISTS,0
12BEBrPJST07Ty6RE78Ec9l-FVnPVHMNv,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0011_qapi-trigger / 05_TRIGGERED_ACTIONS,5,05_TRIGGERED_ACTIONS,0
1e0GrVwLtFj2atezoICXkUKjoqQJulzpi,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0011_qapi-trigger / 02_FIELD_SOURCE_CROSSWALKS,5,02_FIELD_SOURCE_CROSSWALKS,0
1APNaSinFO6j4Md2gYpAmkQfFzTEAxgu0,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0011_qapi-trigger / 01_FILLED_CARE_INDEED_FORMS,5,01_FILLED_CARE_INDEED_FORMS,0
1BuIw13-7iQ0PnuknxEXq_hAnmSNX3Dkk,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0002_poc-audit / 04_SUPPORTING_PROOFS,5,04_SUPPORTING_PROOFS,0
1QblDKTf9NwKqN6Xj6-JDyBFdW2xemXQx,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0002_poc-audit / 03_REVIEW_CHECKLISTS,5,03_REVIEW_CHECKLISTS,0
187lnAlQqP4i_3a-QBvO27arhpmpHNLP6,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0002_poc-audit / 02_FIELD_SOURCE_CROSSWALKS,5,02_FIELD_SOURCE_CROSSWALKS,0
10JAJ3E2FEHcB9tH8Idy3ezhlqxPCE6OO,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0002_poc-audit / 01_FILLED_CARE_INDEED_FORMS,5,01_FILLED_CARE_INDEED_FORMS,0
1yJp6jC80Ax_gmhAetMKyYRW1y9hDVR_k,Drive / Mock Records / Mock_6 / Q2 / MOCK-EVT-Q2-0002_poc-audit / 05_TRIGGERED_ACTIONS,5,05_TRIGGERED_ACTIONS,0
1nDFSCn-UUSAJcwUxRiaSGypuTR6wCT6-,Drive / Mock Records / mock-clinical-universe / assets / profile-images / patients,5,patients,0
1QHiyFo6oXyls7V2vYNNWhuHEOKvGwMTk,Drive / Mock Records / mock-clinical-universe / assets / profile-images / clinicians,5,clinicians,0
1idjt5akATX4x1q5GrlJiu37dz7wv45Y2,Drive / 01_CES / Evidence / 2026 / June / Packets,5,Packets,0
1aoATRTGE9N66MuFZGuSpqlBpKrOfTdC6,Drive / 01_CES / Evidence / 2026 / May / Packets,5,Packets,0
11kV1IuggxPDPcuYjn_Ip-e401xzkY4B0,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0013_soc-audit,5,MOCK-EVT-Q2-0013_soc-audit,0
1kqcT4VfqHIPoQRiPvhWAR3tKWyoihWkI,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0012_clinician-credential-compliance,5,MOCK-EVT-Q2-0012_clinician-credential-compliance,0
13y1Mwy8TPKjP3KnCi0QaUmv6EHgLskHX,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0011_qapi-trigger,5,MOCK-EVT-Q2-0011_qapi-trigger,0
10exeidfaWyZk_KCBE4T-b3KwWI94No7I,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0002_poc-audit,5,MOCK-EVT-Q2-0002_poc-audit,0
1AmHht4kOuF7Mu0vIG1WAQDh3kJ9HkguF,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0013_soc-audit,5,MOCK-EVT-Q2-0013_soc-audit,0
1rXiKe2d-47RMdVoO0z4LmoxzGrpQFv-P,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0012_clinician-credential-compliance,5,MOCK-EVT-Q2-0012_clinician-credential-compliance,0
1PgEnYoi6JbVet1tevwXCvoV0Eg75OvFK,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0011_qapi-trigger,5,MOCK-EVT-Q2-0011_qapi-trigger,0
1wraLmjy0DniMW2JQZvEa3sNIBGotEay1,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0002_poc-audit,5,MOCK-EVT-Q2-0002_poc-audit,0
1nJDZy-rkUjMJnFl1ssjZMY1nUoIQT9Yh,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0013_soc-audit,5,MOCK-EVT-Q2-0013_soc-audit,0
1JyjMWi3lATA-O4rFU4dE6FpMc6dlObH1,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0012_clinician-credential-compliance,5,MOCK-EVT-Q2-0012_clinician-credential-compliance,0
1ttZsBVNLG2Rm973-k7LmILWy5X43ijMs,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0011_qapi-trigger,5,MOCK-EVT-Q2-0011_qapi-trigger,0
14QhxYJsnClCKcdGSPv8iUNO0gDKcxkiO,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0002_poc-audit,5,MOCK-EVT-Q2-0002_poc-audit,0
1Q8DPypRV8n-gQ7e6_wHfKSxs-mVAQWNA,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0013_soc-audit,5,MOCK-EVT-Q2-0013_soc-audit,0
10hVlcVa6iNcbX_PN7tFpZLziRnJxQnXO,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0012_clinician-credential-compliance,5,MOCK-EVT-Q2-0012_clinician-credential-compliance,0
1ALKHkWIry5P5QJS0o-SkrRrxRDUinmwN,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0011_qapi-trigger,5,MOCK-EVT-Q2-0011_qapi-trigger,0
11pNEOPeRijWIU1fL88qIHdv9jC_HQMwz,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 6 / Q2 / MOCK-EVT-Q2-0002_poc-audit,5,MOCK-EVT-Q2-0002_poc-audit,0
1S26ftl-ru6oRcE2wvQoSIj-eZFCYfgk3,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / hhcahps_filing-20260331-01,5,hhcahps_filing-20260331-01,0
1Qg24FP8fqoHLcBhvtTCDbayn_aP2q_jj,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / infection_control_review_quarterly-20260325-01,5,infection_control_review_quarterly-20260325-01,0
13KtnyWapItoMAmDx39OLX8Vy7EizXqep,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / incident_response_audit-20260323-01,5,incident_response_audit-20260323-01,0
1at_ZVyCmsgjTCfzdrh7bbW-JS_MuEaFk,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / documentation_alignment_audit-20260323-01,5,documentation_alignment_audit-20260323-01,0
15zaWxUvfHFD2Yj7ca2672g5_ziG6Gi4w,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / ep_exercise-20260318-01,5,ep_exercise-20260318-01,0
1tD3z4yvdRG3ETxkhol48NcfTbkhIMXZS,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / staff_file_audit-20260316-01,5,staff_file_audit-20260316-01,0
1CuzatrEH487hi2jLVMDqCeAJlhURD5t2,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / post_bill_audit-20260316-01,5,post_bill_audit-20260316-01,0
1zhMZZmRg8wrL6de-kcZ2lERTOlRbjdVD,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / internal_compliance_audit-20260316-01,5,internal_compliance_audit-20260316-01,0
16WKdQeyrCdMvFEh-GlKPhLz7yPvnSXPo,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / hha_aide_observation-20260311-01,5,hha_aide_observation-20260311-01,0
1Yn4IR879W5JTYqOp4dpnCbjMNBV-lrC8,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / visit_documentation_audit-20260309-01,5,visit_documentation_audit-20260309-01,0
1JYTli8SKJQY5M8_qpjEjKVU4o7jRofEW,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / pre_bill_audit-20260309-01,5,pre_bill_audit-20260309-01,0
1UADxXnwDoarmwBDTwxRERm-kb0uTUwQN,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / plan_of_care_audit-20260309-01,5,plan_of_care_audit-20260309-01,0
12hMUD6U02tFkfSvIRuK25elD1JwZX_-K,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / orders_alignment_audit-20260309-01,5,orders_alignment_audit-20260309-01,0
1YZdoaIiTfiIuLzoGJSJ-tKTWVFGG2CWi,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / oasis_accuracy_audit-20260309-01,5,oasis_accuracy_audit-20260309-01,0
1azSNOzatmpmPBJpwCk6SXDcsTBw4AeNQ,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / missed_visit_audit-20260309-01,5,missed_visit_audit-20260309-01,0
1o11LHMRTM2kWIpqNRR1Pz7wwKW_cDqbT,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / medication_management_audit-20260309-01,5,medication_management_audit-20260309-01,0
1RMzMYBcpFdx9Mgp0keI1uxGg1H_P-92F,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / medical_necessity_audit-20260309-01,5,medical_necessity_audit-20260309-01,0
1xI0ynpIpV9pZPeF8djVCwkmjwyIrcEkM,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / license_exclusion_audit-20260309-01,5,license_exclusion_audit-20260309-01,0
1nq7HSiCczMDzOm4fnVwG6dNHez8R8uKu,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / infection_control_audit-20260309-01,5,infection_control_audit-20260309-01,0
1iBqRCe-ksFBalhdhOL5usKdj2is2TGxA,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / clinical_record_completeness_audit-20260309-01,5,clinical_record_completeness_audit-20260309-01,0
1n-3BiahGFc-cMRldnVAQthNOPpvf75VM,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / care_coordination_audit-20260309-01,5,care_coordination_audit-20260309-01,0
16o2LhTTamAyiJci1pVSmgwfUNFEXCF8I,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / March / authorization_audit-20260309-01,5,authorization_audit-20260309-01,0
19jbeVrpWWS0hKkQpFiQWMoc4yBYjFymR,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / hha_skill_observation-20260225-01,5,hha_skill_observation-20260225-01,0
1dw6BCCGidPVHcOwLiaaPOajB8ii7HfD_,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / post_bill_audit-20260216-01,5,post_bill_audit-20260216-01,0
1HeY532teURrEpqnYjFGwjpQRZXp77lz7,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / visit_documentation_audit-20260209-01,5,visit_documentation_audit-20260209-01,0
11q0SkNhryA1X23jQYXkIAjb-No5dsdbf,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / pre_bill_audit-20260209-01,5,pre_bill_audit-20260209-01,0
1yJ_SJqL9Td1Bbd-pBxLeRTlOyNk2ackr,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / plan_of_care_audit-20260209-01,5,plan_of_care_audit-20260209-01,0
1--4VIccMPz09E9ihmOIQZ1e11vGqka49,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / orders_alignment_audit-20260209-01,5,orders_alignment_audit-20260209-01,0
1o04KlUtvXHxi58yVzhdRUkxfd52acuwp,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / oasis_accuracy_audit-20260209-01,5,oasis_accuracy_audit-20260209-01,0
1t-yjRYQLbZwQTxFGgzs1b6alRTaNZE2_,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / missed_visit_audit-20260209-01,5,missed_visit_audit-20260209-01,0
1l-c9tNI7Kj4K7S98s7TOsLIB8a_qI5Sb,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / medication_management_audit-20260209-01,5,medication_management_audit-20260209-01,0
11OL-Kc515Hwy0sEVSY0Y2DxoAkk9obkI,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / medical_necessity_audit-20260209-01,5,medical_necessity_audit-20260209-01,0
1YR7Kv4f31AJGkX3R0FGj8ts77GJrSkQX,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / license_exclusion_audit-20260209-01,5,license_exclusion_audit-20260209-01,0
1ueJbq8BdFUpQE7xbQh4_Qq4xGPca8NoO,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / infection_control_audit-20260209-01,5,infection_control_audit-20260209-01,0
1akUMc2BGMJfFtv-QyYuN9upAkOIx9OE6,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / hha_aide_inservice-20260209-01,5,hha_aide_inservice-20260209-01,0
1RqA0zGew2gXqLRYISAj8GyFdu_R-Ssq4,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / clinical_record_completeness_audit-20260209-01,5,clinical_record_completeness_audit-20260209-01,0
1evEJCuxGkSQY5sN3tseQe_jqlMd2fb46,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / care_coordination_audit-20260209-01,5,care_coordination_audit-20260209-01,0
1-ArLUh8FL--X2k-Gt6cS4bkceAU69E53,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / authorization_audit-20260209-01,5,authorization_audit-20260209-01,0
1p1dAOArXdkxM3s7jtxG0PZYL52L8bWi7,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / February / qapi_meeting-20260205-04,5,qapi_meeting-20260205-04,0
131DDC056n_ig5QjG3UPfQSSNyy7_P2-W,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / ep_staff_training-20260122-01,5,ep_staff_training-20260122-01,0
1w2RswLRjMuyMJkWqEkWhFE8uauh9WugY,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / ep_plan_review-20260115-01,5,ep_plan_review-20260115-01,0
1m_rs5f_fVU3b1hjeNugohPnklot5qBNg,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / post_bill_audit-20260114-01,5,post_bill_audit-20260114-01,0
167n1Whb-QOOMhNAProx3oXeukAyMYwCQ,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / governance_packet_review-20260108-01,5,governance_packet_review-20260108-01,0
1ZyUZOFBGtDwIn5EtH_x6_ZzV3HhCKCub,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / visit_documentation_audit-20260107-01,5,visit_documentation_audit-20260107-01,0
1UqdF8x2T0dgQKpmKmGlVSC9rXX0KFl1_,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / pre_bill_audit-20260107-01,5,pre_bill_audit-20260107-01,0
1UVKUA1FbUBgLDkb_1E3M6BIGbEz8407k,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / plan_of_care_audit-20260107-01,5,plan_of_care_audit-20260107-01,0
1tL324K3ZTcTC30HAkkxgPUW09crlR9Pn,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / orders_alignment_audit-20260107-01,5,orders_alignment_audit-20260107-01,0
1JG3TgdmgTBkIMeD2NwhBjPePDofZ4Lw8,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / oasis_accuracy_audit-20260107-01,5,oasis_accuracy_audit-20260107-01,0
1rTZsXKmwyhqKn27gk2SCa_tzSf1agFNd,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / missed_visit_audit-20260107-01,5,missed_visit_audit-20260107-01,0
1M7VQipyNsSySOi5L0WFXt28yQQZrQoW-,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / medication_management_audit-20260107-01,5,medication_management_audit-20260107-01,0
13H8ism5lCQC2Izw8ouRAwAk9QEh5Tvwy,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / medical_necessity_audit-20260107-01,5,medical_necessity_audit-20260107-01,0
1BoXLh_EXGHRdE4C0nJFQ38Qp2yzU2djg,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / license_exclusion_audit-20260107-01,5,license_exclusion_audit-20260107-01,0
19oW0xsrZR-GvzfHiIYwctJVwXGOGSwr9,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / infection_control_audit-20260107-01,5,infection_control_audit-20260107-01,0
1q11U_v2ifa5brEP_2X0DfRZ9d-mlZnME,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / clinical_record_completeness_audit-20260107-01,5,clinical_record_completeness_audit-20260107-01,0
18lSsPW5klaW1cqbSUnYWpPBg9V8ih7Oh,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / care_coordination_audit-20260107-01,5,care_coordination_audit-20260107-01,0
1gzhj2D-qTrYITwzfZ4coE6G4-3jg5Bgn,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / authorization_audit-20260107-01,5,authorization_audit-20260107-01,0
126gPJ2fv9mn0v9oUI48uLKhM_AY9ELTq,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / incident_report-20260101-01,5,incident_report-20260101-01,0
1T0u-ZG-7smAE0qHa6pww_5l_jQ0Z9oqN,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 4 / January / complaint_investigation-20260101-01,5,complaint_investigation-20260101-01,0
1uHEfJGoF7J7VuAHujku8AMiR_3uDSO_p,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / hhcahps_filing-20260331-01,5,hhcahps_filing-20260331-01,0
1IoR-xPFxr83THHzqxWxDUUcGj98Y4ngX,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / infection_control_review_quarterly-20260325-01,5,infection_control_review_quarterly-20260325-01,0
1-Wpt4K3lLomcbN6MUAjPlNaAbhedIhMo,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / incident_response_audit-20260323-01,5,incident_response_audit-20260323-01,0
1qFtCook8WOZV-dV3WO8RcPE0NSGRMZDj,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / documentation_alignment_audit-20260323-01,5,documentation_alignment_audit-20260323-01,0
1CEh_NmmYYnhu0YMzk4beJ23gPB3dmnuY,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / ep_exercise-20260318-01,5,ep_exercise-20260318-01,0
1k2HrF8FDwBTD3xxgrX3-SSk--5eqdmoa,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / staff_file_audit-20260316-01,5,staff_file_audit-20260316-01,0
175V-dpCHG-WtKHNUd2ymK-GLdiZgyqjl,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / post_bill_audit-20260316-01,5,post_bill_audit-20260316-01,0
1nhuJgNHIGED6LQIPkIFOB-ABbikNrXRe,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / internal_compliance_audit-20260316-01,5,internal_compliance_audit-20260316-01,0
1YgesebNjsYkN4hAwAWFtVvmeQIympcTU,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / hha_aide_observation-20260311-01,5,hha_aide_observation-20260311-01,0
1u_axZswrZMBqmGZKOF3OgYQDA_E8lcZ0,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / visit_documentation_audit-20260309-01,5,visit_documentation_audit-20260309-01,0
195jvd7FD2CqJkgWtHNL1SSiAhHCVvStD,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / pre_bill_audit-20260309-01,5,pre_bill_audit-20260309-01,0
1djHWJG07P0qVp_tiBlO42W--OwhqJ52u,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / plan_of_care_audit-20260309-01,5,plan_of_care_audit-20260309-01,0
11bRwleDBPGcks2CKrwaK78bj9X52NGHR,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / orders_alignment_audit-20260309-01,5,orders_alignment_audit-20260309-01,0
1T8Q3UNu-p3UEgkcuVmzGVEL_zTZxjfEj,Drive / 2026 Brad Training / BRAD_MOCK_TEST_ALPHA / Mock 3 / March / oasis_accuracy_audit-20260309-01,5,oasis_accuracy_audit-20260309-01,0
