"shot_id","order_number","shot_name","colour_scheme","scene_context","dialogue","lora_1","lora_2","lora_3","ref_image_1","ref_image_2","ref_image_3","video_file","audio_vo","positive_image","negative_image","positive_video","negative_video","row_index","info"
"M01-S17","24","S17","bright clinical office lighting, professional documentary","Agency orientation or supervisor meeting room. Tess receiving feedback on cultural competence","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Agency orientation or supervisor meeting room. Tess receiving feedback on cultural competence. Visual palette and lighting: bright clinical office lighting, professional documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","24","content"
"M01-S18","25","S18","natural morning light, modest American home exterior","Mr. Henderson’s front door. Tess arriving, patient using walker, initial cautious greeting","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Mr. Henderson’s front door. Tess arriving, patient using walker, initial cautious greeting. Visual palette and lighting: natural morning light, modest American home exterior. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","25","content"
"M01-S19","26","S19","soft natural bedroom light, clinical documentary","Mr. Henderson’s bedroom. Tess assessing wound, explaining procedure clearly","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Mr. Henderson’s bedroom. Tess assessing wound, explaining procedure clearly. Visual palette and lighting: soft natural bedroom light, clinical documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","26","content"
"M01-S20","27","S20","warm kitchen daylight, home care documentary","Mr. Henderson’s kitchen table. Tess reviewing medications and care plan","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Mr. Henderson’s kitchen table. Tess reviewing medications and care plan. Visual palette and lighting: warm kitchen daylight, home care documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","27","content"
"M01-S21","28","S21","warm natural home lighting, documentary realism","Mr. Henderson’s living room. Tess using teach-back with patient","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Mr. Henderson’s living room. Tess using teach-back with patient. Visual palette and lighting: warm natural home lighting, documentary realism. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","28","content"
"M01-S22","29","S22","natural daylight, clinical home setting","Third patient home. Tess managing gender accommodation request professionally","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Third patient home. Tess managing gender accommodation request professionally. Visual palette and lighting: natural daylight, clinical home setting. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","29","content"
"M01-S23","30","S23","warm bedroom afternoon light, documentary style","Third patient bedroom. Tess completing wound care with full consent and respect","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Third patient bedroom. Tess completing wound care with full consent and respect. Visual palette and lighting: warm bedroom afternoon light, documentary style. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","30","content"
"M01-S24","31","S24","cool clinical lighting, agency documentary","Agency workstation. Tess completing thorough documentation after visits","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Agency workstation. Tess completing thorough documentation after visits. Visual palette and lighting: cool clinical lighting, agency documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","31","content"
"M01-S25","32","S25","warm golden afternoon light, residential porch documentary","Mr. Henderson’s porch. Later visit — patient more confident, expressing quiet gratitude, Tess touching bracelet","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Mr. Henderson’s porch. Later visit — patient more confident, expressing quiet gratitude, Tess touching bracelet. Visual palette and lighting: warm golden afternoon light, residential porch documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","32","content"
"M01-S26","33","S26","modern office fluorescent + natural window light, professional documentary realism","Agency Director’s office. Older Tess (early 50s) at desk, aged bracelet visible, looking at camera with earned authority","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Agency Director’s office. Older Tess (early 50s) at desk, aged bracelet visible, looking at camera with earned authority. Visual palette and lighting: modern office fluorescent + natural window light, professional documentary realism. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","33","content | NOTE: Older Tess (50s) - create dedicated older Tess reference for better age consistency"
"M01-S27","34","S27","warm documentary realism, soft incandescent evening light, golden-orange parol lantern glow, quiet contemplative mood, 35mm lens, film grain","Tess's modest Filipino living room (sala) in Manila, evening before departure. Seated at small wooden dining table, packed duffel bag, navy scrubs folded, bracelet visible, parol lantern glowing","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Tess's modest Filipino living room (sala) in Manila, evening before departure. Seated at small wooden dining table, packed duffel bag, navy scrubs folded, bracelet visible, parol lantern glowing. Visual palette and lighting: warm documentary realism, soft incandescent evening light, golden-orange parol lantern glow, quiet contemplative mood, 35mm lens, film grain. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","34","content"
"M01-S28","35","S28","warm natural daylight, modest Philippine home bedroom documentary","Modest Philippine home bedroom. Tess teaching elderly patient medications, patient nodding, Tess verifying comprehension","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Modest Philippine home bedroom. Tess teaching elderly patient medications, patient nodding, Tess verifying comprehension. Visual palette and lighting: warm natural daylight, modest Philippine home bedroom documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","35","content"
"M01-S29","36","S29","cool fluorescent agency hallway, professional documentary","Agency nursing station hallway. Charge nurse giving feedback to Tess on documentation","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Agency nursing station hallway. Charge nurse giving feedback to Tess on documentation. Visual palette and lighting: cool fluorescent agency hallway, professional documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","36","content"
"M01-S30","37","S30","natural morning exterior light, residential documentary","Residential front porch. Tess politely declining family interpreter offer","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Residential front porch. Tess politely declining family interpreter offer. Visual palette and lighting: natural morning exterior light, residential documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","37","content"
"M01-S31","38","S31","cool clinical urgent care lighting, documentary realism","Urgent care room showing consequence of using unqualified interpreter","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Urgent care room showing consequence of using unqualified interpreter. Visual palette and lighting: cool clinical urgent care lighting, documentary realism. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","38","content"
"M01-S32","39","S32","natural daylight home interior, documentary style","Patient home living room. Family requesting gender-concordant care, Tess assessing wound urgency","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Patient home living room. Family requesting gender-concordant care, Tess assessing wound urgency. Visual palette and lighting: natural daylight home interior, documentary style. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","39","content"
"M01-S33","40","S33","natural daylight exterior, residential walkway documentary","Patient home walkway. Tess on phone escalating to supervisor with chart open","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Patient home walkway. Tess on phone escalating to supervisor with chart open. Visual palette and lighting: natural daylight exterior, residential walkway documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","40","content"
"M01-S34","41","S34","pre-dawn domestic lighting, intimate documentary","Pre-dawn Quezon City kitchen and bedroom. Tess preparing nursing bag, touching lola’s photo","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Pre-dawn Quezon City kitchen and bedroom. Tess preparing nursing bag, touching lola’s photo. Visual palette and lighting: pre-dawn domestic lighting, intimate documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","41","content"
"M01-S35","42","S35","warm morning kitchen light, cultural documentary realism","Kitchen table. Tess performing Mano Po with lola","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Kitchen table. Tess performing Mano Po with lola. Visual palette and lighting: warm morning kitchen light, cultural documentary realism. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","42","content"
"M01-S36","43","S36","natural daylight, American home living room documentary","Mr. Henderson’s living room. First visit interaction at doorway","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Mr. Henderson’s living room. First visit interaction at doorway. Visual palette and lighting: natural daylight, American home living room documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","43","content"
"M01-S37","44","S37","soft bedroom natural light, clinical documentary","Mr. Henderson’s bedroom. Wound care assessment","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Mr. Henderson’s bedroom. Wound care assessment. Visual palette and lighting: soft bedroom natural light, clinical documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","44","content"
"M01-S38","45","S38","warm kitchen daylight, home care documentary","Kitchen table care plan discussion","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Kitchen table care plan discussion. Visual palette and lighting: warm kitchen daylight, home care documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","45","content"
"M01-S39","46","S39","warm living room light, teach-back documentary","Living room teach-back session","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Living room teach-back session. Visual palette and lighting: warm living room light, teach-back documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","46","content"
"M01-S40","47","S40","natural home lighting, consent documentary","Bedroom informed consent and wound care moment","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Bedroom informed consent and wound care moment. Visual palette and lighting: natural home lighting, consent documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","47","content"
"M01-S41","48","S41","cool agency fluorescent, documentation documentary","Agency workstation end of shift, completed EHR visible","","","","","Tessfront.png","tessleftside.png","Tessrightside.png","","","Photorealistic documentary-style home health training image. Agency workstation end of shift, completed EHR visible. Visual palette and lighting: cool agency fluorescent, documentation documentary. Professional caregiver behavior, realistic modest home environment, emotionally grounded, natural body language, clear subject visibility, no staged stock-photo look.","cartoon, anime, illustration, CGI, fantasy, horror, gore, graphic wound, blood, emergency room, hospital setting, clinic setting, nursing home setting, facility hallway, police, weapon, disaster, chaotic emergency, exaggerated drama, unsafe clinical care, improper PPE, mask covering main character face, patient distress, restraint, unprofessional caregiver, dirty scrubs, messy hair, cluttered unsafe home, hoarding, luxury home, staged stock photo, corporate ad, smiling at camera, posed portrait, direct camera stare, selfie angle, bad anatomy, deformed hands, extra fingers, missing fingers, distorted face, inconsistent face, different character identity, duplicate nurse, blurry, motion blur, low resolution, overexposed, underexposed, harsh shadows, unreadable text, random text, watermark, logo, signature, UI elements","","","48","content"
