"Scene_ID","Slide_Type","Scene_Title","Detailed_Image_Description","FLUX1Dev_Image_Prompt","PuLID_Character_Guidance","Negative_Prompt","Camera_Framing","Status"
"M01-S23","content","Consequence Scene: Medication Confusion","","Photorealistic documentary image of nurse at kitchen table with patient reviewing pill organizer, concern visible in nurse's posture upon finding discrepancy, natural daylight, 35mm lens.","Character anchor: Tess, Filipina, early 30s, tied-back dark hair, navy scrubs, woven bracelet left wrist, calm eyes, consistent badge and stethoscope. Patient: same continuity from prior scenes. Pill organizer on table.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium close two-shot","NEEDS REVIEW — LTX/Detail missing"
"M01-S24","content","Breakroom Microaggression","","Photorealistic documentary break room scene with subtle accent mockery incident, group of staff, Tess visible with contained restrained expression, realistic workplace environment, 35mm lens.","Character anchor: Tess, Filipina, early 30s, tied-back dark hair, navy scrubs, woven bracelet left wrist, calm eyes, consistent badge and stethoscope. Bracelet fingered during stressful moment. Emotional restraint — no exaggerated reaction.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium group shot","NEEDS REVIEW — LTX/Detail missing"
"M01-S24-EC4","educator-commentary","Educator Side Comment: Documentation Gap Escalation Trigger","","Photorealistic documentary break room scene with subtle accent mockery incident, group of staff, Tess visible with contained restrained expression, realistic workplace environment, 35mm lens.","Character anchor: Tess, Filipina, early 30s, tied-back dark hair, navy scrubs, woven bracelet left wrist, calm eyes, consistent badge and stethoscope. Bracelet fingered during stressful moment. Emotional restraint — no exaggerated reaction.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium group shot","NEEDS REVIEW — LTX/Detail missing"
"M01-S25-Q","challenge","Challenge 3: Bystander Duty and Reporting — Question","","Photorealistic documentary image of nurse composedly addressing coworker in break room, calm assertive posture, realistic work environment, 35mm lens.","Character anchor: Tess, Filipina, early 30s, tied-back dark hair, navy scrubs, woven bracelet left wrist, calm eyes, consistent badge and stethoscope. Assertive but composed — no theatrical anger. Bracelet visible.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium close — Tess in foreground","NEEDS REVIEW — LTX/Detail missing"
"M01-S25-D","debrief","Challenge 3 Debrief: Professional Correction Is Mandatory","","Photorealistic documentary image of nurse writing formal incident report at desk, detailed notes visible, professional composed expression, realistic office setting, 35mm lens.","Character anchor: Tess, Filipina, early 30s, tied-back dark hair, navy scrubs, woven bracelet left wrist, calm eyes, consistent badge and stethoscope. At desk — composed, documenting. Bracelet near keyboard.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium close — nurse at desk writing","NEEDS REVIEW — LTX/Detail missing"
"M01-S26","content","Supervisor Coaching: Objective Reporting Language","Supervisor's office — a small but organized room. Desk with a computer monitor (screen off or angled away), a stack of HR policy binders spine-out on the shelf behind her, a potted plant on the windowsill that is visibly healthy — watered, full-leafed. The supervisor (female, mid-50s, professional blouse in muted blue-grey, reading glasses resting on the desk surface, lanyard with badge) sits behind the desk, upper body slightly forward, both hands flat on the desk surface in front of a printed incident report form. The form faces Tess and Aldrin across the desk. One of the supervisor's index fingers is positioned on a specific field — the ""Behavioral Description"" field — labeled in clear black type. Tess sits in the chair directly across — navy scrubs, bracelet on left wrist resting on the arm of the chair, notebook open on her knee, pen in right hand, writing steadily. Aldrin sits in the adjacent chair slightly to Tess's right — polo shirt, badge on lanyard, one hand on his knee, body leaning back fractionally, listening posture. The window behind the supervisor shows afternoon natural light — warm, diffused, through partially drawn blinds creating horizontal light bands across the desk. The door behind Tess and Aldrin is closed. The room has overhead fluorescent supplemented by a desk lamp on the supervisor's left — warm incandescent bulb. The incident report form between them shows visible section headers: ""Date/Time,"" ""Location,"" ""Witnesses Present,"" ""Behavioral Description,"" ""Observed Impact,"" ""Requested Follow-Up."" The Behavioral Description field is where the supervisor's finger rests.","Photorealistic documentary medium three-shot, supervisor's small organized office, supervisor female mid-50s in muted blue-grey professional blouse seated behind desk with both hands flat on desk surface, one index finger resting on Behavioral Description field of printed incident report form, reading glasses on desk, HR policy binders on shelf behind, healthy potted plant on windowsill, Filipina nurse early 30s in navy scrubs in chair across desk with open notebook on knee and pen in right hand writing, woven bracelet on left wrist resting on chair arm, Filipino-American male mentor early 40s in polo shirt in adjacent chair with listening posture one hand on knee, afternoon window light through partially drawn blinds creating horizontal bands, warm desk lamp on supervisor's left, closed door behind visitors, 35mm lens, documentary realism, authentic coaching session.","Tess, Filipina, early 30s, navy scrubs, woven bracelet on left wrist, notebook on knee, pen in right hand. Aldrin: Filipino-American, early 40s, polo shirt, badge on lanyard, listening posture — continuity from S15. Supervisor: female, mid-50s, muted blue-grey professional blouse, reading glasses on desk surface, badge on lanyard. Supervisor's office — warm desk lamp and afternoon window light. Incident report form with visible field headers as central prop.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium conference shot — two-shot","COMPLETE"
"M01-S26-EC5","educator-commentary","Educator Side Comment: Corrective Action Process","","Photorealistic documentary image of supervisor and nurse in office discussion, professional coaching posture, neutral tone, realistic office setting, 35mm lens.","Character anchor: Tess, Filipina, early 30s, tied-back dark hair, navy scrubs, woven bracelet left wrist, calm eyes, consistent badge and stethoscope. Seated in coaching session. Supervisor: female, mid-50s, professional attire.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium conference shot — two-shot","NEEDS REVIEW — LTX/Detail missing"
"M01-S27","content","Documentation Audit Moment","Agency workstation — end of day. The overhead fluorescent panels are still on but most of the adjacent workstations are empty or being cleared — a coat being pulled on in the background, a bag lifted from a chair hook, a monitor going dark. Tess's station is still active. The EHR screen shows a patient record — a standard-format chart page. Two fields in the middle of the screen are visibly empty: ""Patient Language Preference"" is blank, the dropdown shows no selection. Below it: ""Interpreter Services Used"" — also blank, no entry. Both fields have a faint yellow background indicating incomplete status. A second chart tab is open in the browser — this tab also shows the same two fields blank, different patient name at the top. Tess sits in the desk chair, slightly turned toward the monitor, one elbow on the desk edge. Her pen is in her right hand but resting on the desk — not writing yet. Her nursing bag is packed and standing upright on the floor beside the chair leg, ready to go. Her left wrist with bracelet is near the keyboard edge. Her expression is analytical, steady — she has recognized a pattern, not reacted to an emergency. Late afternoon daylight from the window behind the workstation mixes with the dimmer fluorescent overhead — the ratio has shifted, the natural light is orange-warm and lower angle, the fluorescent cooler. Most overhead lights in the background have not been dimmed, but the general energy of the office is end-of-shift.","Photorealistic documentary medium close shot, agency workstation end of day, EHR screen showing patient chart with two empty fields highlighted in faint yellow — Patient Language Preference blank dropdown and Interpreter Services Used blank — second browser tab visible with different patient name and same blank fields, Filipina nurse early 30s in chair turned toward monitor with pen resting in right hand on desk not writing, woven bracelet near keyboard edge on left wrist, packed nursing bag standing on floor beside chair leg, analytical steady expression — pattern recognition not alarm, late afternoon warm orange daylight from window behind mixing with cooler fluorescent overhead, other workstations empty or being cleared in blurred background, 35mm lens, documentary realism, end-of-day audit discovery.","Tess, Filipina, early 30s, navy scrubs, woven bracelet near keyboard on left wrist, pen in right hand resting on desk. EHR screen with two blank highlighted fields as primary visual. Packed nursing bag on floor — she was about to leave. Late afternoon agency workstation — end-of-shift energy in background.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Over-shoulder close on screen and hands","COMPLETE"
"M01-S27-EC6","educator-commentary","Educator Side Comment: Retaliation Early Warning","","Photorealistic workstation scene showing nurse reviewing EHR records with missing data fields, realistic monitor glow, documentary tone, 35mm lens.","Character anchor: Tess, Filipina, early 30s, tied-back dark hair, navy scrubs, woven bracelet left wrist, calm eyes, consistent badge and stethoscope. Focused posture at workstation. Bracelet near keyboard.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Over-shoulder close on screen and hands","NEEDS REVIEW — LTX/Detail missing"
"M01-S28-Q","challenge","Challenge 4: Corrective Documentation — Question","","Photorealistic documentary scene of nurse composing EHR addendum note, realistic interface, natural office light, 35mm lens.","Character anchor: Tess, Filipina, early 30s, tied-back dark hair, navy scrubs, woven bracelet left wrist, calm eyes, consistent badge and stethoscope. Focused on screen — typing deliberate addendum.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","POV with screen and hands visible","NEEDS REVIEW — LTX/Detail missing"
"M01-S28-D","debrief","Challenge 4 Debrief: Defensible Correction Has a Sequence","","Photorealistic documentary image of nurse reviewing completed compliant addendum entry on EHR screen, timestamps visible, natural office light, 35mm lens.","Character anchor: Tess, Filipina, early 30s, tied-back dark hair, navy scrubs, woven bracelet left wrist, calm eyes, consistent badge and stethoscope. Satisfied completion posture — not relieved, just thorough.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Over-shoulder close on screen","NEEDS REVIEW — LTX/Detail missing"
"M01-S29","content","Mentor Lesson: Survey Defensibility","A narrow alcove beside the chart room — a corridor dead-end that has been informally claimed as a break spot. Two institutional chairs pushed against the wall with a small round table between them — the kind found in waiting areas, laminate top, metal legs. Two paper coffee cups on the table. The chart room doorway is visible directly behind Aldrin — through the open door, shelves of binders and manila folders are visible, labeled tabs in multiple colors. A wall sconce on the right side provides warm incandescent light — the only light source in the alcove besides the spill from the chart room's fluorescent. The alcove is quiet, slightly removed from the main floor noise. Aldrin sits in the left chair, body turned slightly toward Tess — not lecturing posture, more like someone telling her something true that she needs to hear. His coffee cup is held with both hands, resting on his knee. He is leaning forward fractionally. His expression is calm, direct, not dramatizing. Tess sits in the right chair, facing him. Her left hand is around her coffee cup on the table. Her right hand holds a pen loosely over an open notebook on her knee — but she has not been writing. She has been listening. The notebook page is partially filled from earlier in the day but the pen has not touched it during this conversation yet. Both are in end-of-day posture — unhurried, not rushing to leave. Aldrin's badge lanyard hangs forward as he leans in. Tess's bracelet is visible on the hand holding the coffee cup.","Photorealistic documentary medium two-shot, narrow alcove beside chart room, Filipino-American male mentor early 40s in polo shirt seated in institutional chair turned toward Filipina nurse with both hands holding coffee cup on knee and forward lean — calm direct not lecturing posture, Filipina nurse early 30s in adjacent chair with left hand on coffee cup on table and pen held loosely over open notebook on knee but not writing — listening posture, chart room doorway behind mentor with shelves of labeled binders visible through opening, warm incandescent wall sconce light in alcove, two paper coffee cups on small round laminate table, mentor's badge lanyard hanging forward, woven bracelet on nurse's coffee-holding hand, quiet end-of-day alcove atmosphere, 35mm lens, documentary realism.","Aldrin: Filipino-American, early 40s, polo shirt, badge on lanyard hanging forward during lean. Tess: navy scrubs, woven bracelet visible on coffee-holding left hand, pen in right hand over notebook. Alcove setting — warm incandescent sconce only, chart room fluorescent spill. Two paper coffee cups on table. End-of-day, quiet, unhurried.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium two-shot","COMPLETE"
"M01-S30","content","Near-Miss Escalation","Mr. Henderson's kitchen — a modest suburban kitchen with a round wooden table, four chairs, a window over the sink showing morning light. Mr. Henderson sits across from Tess at the table — same elderly Caucasian man from S18, but now more alert, more upright in posture than in the earlier hospital bed scene, wearing a plaid flannel shirt and grey slacks, seated in a wooden chair. He is not in a hospital bed — this is a resumed home visit. A plastic pill organizer sits on the table between them — seven-day, two-compartments-per-day style, the Monday morning and Monday noon sections both open and showing pills. A prescription bottle and a glass of water also on the table. Tess has her tablet on the table in front of her showing two visit notes side by side — both visible on screen, the timing entries highlighted in yellow: one reads ""8 AM"" and the other reads ""8 AM and 12 PM"" — the conflict is visible on the screen. Her expression: controlled recognition — the moment of catching something. Not alarmed. Operational. Her jaw is slightly set. Mr. Henderson is watching her face, reading her expression — he is puzzled, attentive, slightly worried. He is holding a small white oval pill between his thumb and index finger, raised — he was about to take it. Tess has placed her right hand gently on top of the pill organizer — a subtle ""wait"" gesture, palm down, fingers flat. Her phone is on the table beside the pill organizer — she has already placed it there in preparation to call. The kitchen window light is morning warm. A dish rack on the counter. A magnetic notepad on the refrigerator. Tess's nursing bag is on the floor beside her chair.","Photorealistic documentary medium two-shot, Mr. Henderson's modest suburban kitchen table morning, elderly Caucasian man late 70s in plaid flannel shirt sitting upright across from nurse holding small white pill between thumb and forefinger raised — about to take it, Filipina nurse early 30s with tablet on table showing two visit notes side by side with conflicting time entries highlighted yellow, right hand placed flat and gently on pill organizer in subtle wait gesture, controlled recognition expression — catching something, patient looking puzzled and attentive, phone placed on table beside pill organizer, prescription bottle and water glass on table, seven-day two-compartment pill organizer open, morning kitchen window light, nursing bag on floor beside chair, woven bracelet visible on phone-side left wrist, 35mm lens, documentary realism, near-miss discovery moment.","Tess, Filipina, early 30s, navy scrubs, woven bracelet on left wrist visible near phone, tablet in front of her showing conflicting notes. Mr. Henderson: elderly Caucasian male, late 70s, plaid flannel shirt — CONTINUITY: more upright and alert than S18, kitchen table not hospital bed, same patient. Pill organizer as critical prop with pill mid-air in patient's hand. Morning kitchen light.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium close two-shot","COMPLETE"
"M01-S31-Q","challenge","Challenge 5: Teach-Back Under Risk — Question","Mr. Henderson's kitchen table — the moment of decision, continuous from S30. The same kitchen: round wooden table, morning light through the window, prescription bottle and water glass. Mr. Henderson sits across from Tess, now with the small white pill placed back on the table in front of him — he has set it down. He is watching Tess's face with attentive concern. His hands are in his lap. The pill organizer sits between them, both morning compartments open. Tess has her tablet in front of her, two visit notes still visible side by side on screen with conflicting time entries. Her phone is now in her right hand, raised slightly — she is in the act of dialing. Her left hand rests on the edge of the tablet. Her expression: composed, focused. Not alarmed. Operational. She is looking at Mr. Henderson while dialing — maintaining contact with the patient while initiating the escalation call. The bracelet is on her left wrist near the tablet edge. Her nursing bag is on the floor beside her chair.","Photorealistic documentary medium shot, Mr. Henderson's kitchen table decision moment, elderly Caucasian man late 70s in plaid flannel shirt with small pill set back on table in front of him and hands in lap watching nurse with attentive concern, Filipina nurse early 30s with tablet on table showing two conflicting visit notes side by side and phone in right hand raised and dialing while looking at patient to maintain contact, left hand on tablet edge with woven bracelet visible, pill organizer between them with both morning compartments open, composed focused operational expression on nurse, prescription bottle and water glass, morning kitchen window light, nursing bag on floor beside chair, 35mm lens, documentary realism, near-miss escalation moment.","Tess, Filipina, early 30s, navy scrubs, woven bracelet on left wrist near tablet edge, phone in right hand dialing, composed focused expression. Mr. Henderson: same elderly Caucasian male, plaid flannel, pill set back on table, watching attentively. Pill organizer as critical prop. Same kitchen — morning light continuity from S30.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium close — nurse and patient at table","COMPLETE"
"M01-S31-D","debrief","Challenge 5 Debrief: Near-Miss Requires Same-Visit Response","Mr. Henderson's kitchen table — the moment of decision, continuous from S30. The same kitchen: round wooden table, morning light through the window, prescription bottle and water glass. Mr. Henderson sits across from Tess, now with the small white pill placed back on the table in front of him — he has set it down. He is watching Tess's face with attentive concern. His hands are in his lap. The pill organizer sits between them, both morning compartments open. Tess has her tablet in front of her, two visit notes still visible side by side on screen with conflicting time entries. Her phone is now in her right hand, raised slightly — she is in the act of dialing. Her left hand rests on the edge of the tablet. Her expression: composed, focused. Not alarmed. Operational. She is looking at Mr. Henderson while dialing — maintaining contact with the patient while initiating the escalation call. The bracelet is on her left wrist near the tablet edge. Her nursing bag is on the floor beside her chair.","Photorealistic documentary medium shot, Mr. Henderson's kitchen table decision moment, elderly Caucasian man late 70s in plaid flannel shirt with small pill set back on table in front of him and hands in lap watching nurse with attentive concern, Filipina nurse early 30s with tablet on table showing two conflicting visit notes side by side and phone in right hand raised and dialing while looking at patient to maintain contact, left hand on tablet edge with woven bracelet visible, pill organizer between them with both morning compartments open, composed focused operational expression on nurse, prescription bottle and water glass, morning kitchen window light, nursing bag on floor beside chair, 35mm lens, documentary realism, near-miss escalation moment.","Tess, Filipina, early 30s, navy scrubs, woven bracelet on left wrist near tablet edge, phone in right hand dialing, composed focused expression. Mr. Henderson: same elderly Caucasian male, plaid flannel, pill set back on table, watching attentively. Pill organizer as critical prop. Same kitchen — morning light continuity from S30.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Over-shoulder medium close","COMPLETE"
"M01-S32","content","Formal Grievance Trigger","Agency supervisor's office — a different session from S26. The supervisor sits at her desk alone, on the phone. Her posture is upright, professional — this is a working call, not casual. On her computer screen: a grievance intake form — visible fields include ""Complaint Category,"" ""Date of Incident,"" ""Clinician(s) Involved,"" ""Family/Patient Representative,"" ""Routing Number."" A routing number is visible on screen — a format like GR-2024-047. On the desk beside the keyboard: a printed confirmation slip with the same routing number visible at the top, printed on agency letterhead. The supervisor's notepad beside the phone shows handwritten notes — dates, initials, a time notation. Her reading glasses are on this time, on her face as she reads from the screen while speaking. Her expression: measured, procedural — this is workflow management, not crisis response. The door to the office is open — through the open doorway and across a short stretch of hallway, Tess is partially visible, seated at a workstation near a window in the adjacent workspace. Tess is writing in her chart, looking at her tablet. She is not on the phone. She is not part of this call. She is unaware she is visible from this angle. The afternoon light is natural and warm through the supervisor's window — later afternoon than S26. The office layout is the same small organized room: HR binders, plant on windowsill (same thriving plant), desk lamp on.","Photorealistic documentary medium shot, agency supervisor's small organized office, supervisor female mid-50s at desk on phone with reading glasses on, grievance intake form on computer screen showing visible fields including routing number GR-2024-047, printed confirmation slip with routing number on letterhead on desk beside keyboard, handwritten notepad with dates and initials, measured procedural expression — workflow not crisis, through open office doorway Filipina nurse early 30s visible at workstation near window writing in chart unaware she is in frame, same thriving plant on windowsill as S26, desk lamp on, afternoon warm natural light through window, 35mm lens, documentary realism, authentic grievance intake administrative moment.","Supervisor: female, mid-50s, reading glasses on face this scene, professional blouse — same from S26. Tess: navy scrubs, bracelet, visible through doorway in background — NOT part of this call, writing independently. Agency office — afternoon natural light. Grievance intake form with routing number as key visual.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium office shot","COMPLETE"
"M01-S33","content","Leadership Process: Fair and Documented","Agency conference room — formal review session, different from the orientation room in S14. A longer rectangular table with six chairs — three occupied, three empty. The three reviewers sit on the same side of the table, facing slightly inward toward a spread of documents between them. Left: the supervisor — same woman from S26 and S32, reading glasses on, one hand pointing to a printed visit note. Center: HR representative — female, early 40s, dark blazer over a white blouse, hair pulled back, professional and efficient, writing on a legal notepad with a ballpoint pen. Right: compliance officer — male, mid-50s, reading glasses, grey button-down shirt, sitting with a laptop open, cross-referencing something on screen against a printed document in his other hand. The table surface has a spread of printed documents: multiple visit notes in a stack, the incident report Tess filed (visible header ""Incident Report"" at top), a printed patient care timeline showing dates and visit entries, and a manila folder open to show a contents list. The HR representative is currently writing. The supervisor has one finger on a specific date entry in the visit note she's holding. The compliance officer has his laptop screen visible — a patient chart is open. Behind the three reviewers: a whiteboard showing an investigation timeline written in blue dry-erase marker — boxes and arrows with dates. The room has overhead fluorescent lighting. The door is closed. No windows visible — interior conference room. The atmosphere is working, disciplined, unhurried. No raised voices implied. Just process.","Photorealistic documentary medium wide shot, agency conference room formal review session, three professionals seated on same side of rectangular table: supervisor female mid-50s with reading glasses pointing to date entry on printed visit note, HR representative female early 40s in dark blazer writing on legal notepad, compliance officer male mid-50s with reading glasses cross-referencing laptop screen against printed document, table surface spread with multiple visit notes and incident report with visible header and patient care timeline and open manila folder, whiteboard behind three showing investigation timeline in blue dry-erase with dates and arrows, closed door, overhead fluorescent lighting, disciplined working atmosphere not punitive or heated, 35mm lens, documentary realism, authentic compliance review.","No Tess in this scene. Supervisor: same from S26/S32, reading glasses on. HR representative: female, early 40s, dark blazer, white blouse, hair back — NEW character, first appearance. Compliance officer: male, mid-50s, grey button-down, reading glasses, laptop — NEW character, first appearance. Conference room — fluorescent, formal, interior.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Wide conference room shot","COMPLETE"
"M01-S34","content","Corrective Action and Coaching","HR office — a small, separate room from the main conference room and supervisor's office. A standard desk with a phone on one corner, a computer monitor at an angle, and a fax machine or printer on a credenza behind. Two chairs on the visitor side of the desk. The HR representative from S33 sits behind the desk — same dark blazer, same professional appearance, pen in hand. Across from her on the visitor side sits the male coworker — same mid-30s clinician from S19, S20, and S24, but his posture is substantially different: no crossed arms, no casual lean. He is sitting forward slightly, elbows near his knees, reading a document on the desk in front of him. A Performance Improvement Plan — the header is visible at the top of the document in bold: ""PERFORMANCE IMPROVEMENT PLAN."" Below the header, typed sections are partially visible. At the bottom of the visible page: a signature line with ""Employee Signature"" and a date line beneath it. The coworker's expression: subdued, processing — reading the document. Not crying, not dramatic, just absorbing what is on the page. A pen sits on the desk between them — not yet picked up. The room has a narrow window showing afternoon light — a slice of warm outdoor light against the otherwise institutional interior. The door is closed. The HR representative has her hands folded on the desk, patient posture — waiting for him to finish reading. This is procedural accountability, not punishment theater.","Photorealistic documentary medium two-shot, small HR office, HR representative female early 40s in dark blazer seated behind desk with hands folded patient posture, male clinician mid-30s in scrubs seated forward in visitor chair reading Performance Improvement Plan document on desk — header bold and visible, signature line visible at bottom of page, pen on desk between them not yet picked up, subdued processing expression on coworker — absorbing not dramatic, narrow window with afternoon light on one side, closed door, printer on credenza behind HR rep, procedural accountability atmosphere not theatrical, 35mm lens, documentary realism, authentic corrective action meeting.","Male coworker: same mid-30s clinician from S19/S20/S24 — subdued, forward-leaning reading posture, no crossed arms, chastened energy. HR representative: female, early 40s, dark blazer — same from S33. HR office — separate from main spaces. No Tess appearance in this scene.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium formal two-shot","COMPLETE"
"M01-S34-EC7","educator-commentary","Educator Side Comment: Inclusion to Operations Bridge","","Photorealistic documentary HR meeting scene with professional review and written corrective action documentation, neutral institutional tone, realistic office setting, 35mm lens.","No primary character lock — institutional process focus.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium formal two-shot","NEEDS REVIEW — LTX/Detail missing"
"M01-S35","content","Tess Reflection Under Pressure","Agency parking lot — late afternoon, the light low and golden, the angle suggesting 5 or 6 PM. The agency building is visible behind Tess — a standard commercial building exterior, glass-and-metal door, the agency name or logo on a sign above the entrance, partially visible. The parking lot is mostly empty — several cars remain, ordinary sedans and small SUVs. Tess walks on the asphalt toward her car — an ordinary silver-grey sedan parked in the second row. She is walking at a normal pace: not hurried, not dragging. Her nursing bag is on her right shoulder. She has not changed clothes — same navy scrubs, same badge (lanyard slightly loose after a long day). Her left arm swings naturally as she walks. Her right hand has crossed to touch the bracelet on her left wrist — fingers wrapped around the thread loosely, holding for a step or two as she walks. The bracelet thread catches the golden light briefly. Her expression: inward. Not performing composure, not visibly distressed. The look of someone at the end of a hard day who got through it by working correctly. She is tired. She is okay. These are not contradictions. The golden light catches the side of her face and the bracelet simultaneously. The parking lot surface is marked with faded white lines. A cart return stand is visible near the building. Other cars parked — ordinary, no drama in the environment.","Photorealistic documentary medium wide shot, agency parking lot late afternoon golden declining light at low angle, Filipina nurse early 30s walking toward ordinary silver-grey sedan in second row with nursing bag on right shoulder and right hand touching woven bracelet on left wrist with fingers wrapped loosely around thread, inward not-performing expression — tired and okay simultaneously, agency building with glass door and sign visible behind her, mostly empty parking lot with faded white lane markings, golden light catching side of face and bracelet, ordinary environment, navy scrubs and badge with loose lanyard, 35mm lens, documentary realism, quiet earned end-of-shift moment.","Tess, Filipina, early 30s, navy scrubs, badge with slightly loose lanyard — end of long shift, bracelet on left wrist touched during walk with right hand, nursing bag on right shoulder, silver-grey sedan destination. Parking lot — golden late afternoon light. Inward expression, not theatrical. Same bracelet — coarse thread, continuity.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium wide to bracelet close-up insert","COMPLETE"
"M01-S36","content","Transition to Mastery","Mr. Henderson's living room — a resumed morning visit. The room is recognizable from S18 but the hospital bed has been moved — through the back doorway, visible in the room beyond, is now a standard bed with a simple bedspread, indicating improved mobility and health progression. The living room itself is occupied as a living room again — the recliner chair is in its natural position by the window, a small end table beside it with a cup of coffee and a folded newspaper. Mr. Henderson sits in the recliner — same elderly Caucasian man, late 70s, wearing a grey cardigan over a plaid shirt, alert and upright, more open in posture and expression than in S18. His walker is beside the recliner, not in front as a barrier. Tess has pulled a straight chair from the dining area and positioned it at his eye level, directly across from him — not standing above him, not at a distance. She is sitting. Her nursing bag is on the floor beside her chair. Her tablet is on her knee, open to the care plan. Mr. Henderson is speaking — his body language is engaged, forward slightly, hands in his lap but active. Tess is listening. Her expression: present, attentive, settled. Not performing warmth — just there. The room has natural daylight from a window — morning light, diffused, warm. A framed family photo on the wall. A coffee cup on the end table — his. No coffee for Tess — she arrived to work.","Photorealistic documentary medium two-shot, Mr. Henderson's living room resumed morning visit, elderly Caucasian man late 70s in grey cardigan and plaid shirt seated in recliner with walker beside it — upright alert open posture, Filipina nurse early 30s in straight chair pulled to his eye level across from him — seated, not standing, nursing bag on floor beside chair and tablet on knee with care plan open, patient speaking with hands active and slightly forward posture, nurse listening with present attentive settled expression, standard bed visible through back doorway replacing hospital bed from S18, natural morning daylight through window, coffee cup on end table beside recliner, family photo on wall, 35mm lens, documentary realism, resumed trust visit.","Tess, Filipina, early 30s, navy scrubs, bracelet, tablet on knee. Mr. Henderson: same elderly Caucasian male, grey cardigan over plaid shirt — MORE OPEN and ALERT than S18, recliner not hospital bed, walker beside not in front. Living room with standard bed visible through back doorway — visual evidence of health progress. Natural morning daylight.","anime, cartoon, CGI, plastic skin, distorted hands, extra fingers, watermark, oversaturated HDR, fantasy lighting, stock-photo smile","Medium wide — driveway and patient home exterior","COMPLETE"
